"archive","folder","page","period","year","month","quarter","area","region","province","district","station","direction","transport","good","description","origin","quantity","unit"
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","wa","","south","headload","dawadawa","","",1575,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","kusasi","","south","headload","hides","","",55,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","wa","","south","headload","ropes|strings","","",2,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","north mamprusi","","south","headload","fish","dried","",46,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","kusasi","","south","headload","fish","dried","",226,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","wa","","south","headload","fish","dried","",385,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","north mamprusi","","south","headload","fowls","","",62,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","wa","","south","headload","fowls","","",44,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","south mamprusi","","south","headload","groundnuts","","",4,""
"praad","adm56/1/407","10","quarter",1925,"","4","district","northern territories","northern","wa","","south","headload","groundnuts","","",117,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","yeji","","","horses","","",9,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","buipe","","","horses","","",2,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","bamboi","","","horses","","",1,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","yendi","","","horses","","",16,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","yeji","","","cattle","","",6842,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","buipe","","","cattle","","",601,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","bamboi","","","cattle","","",689,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","krachi","","","cattle","","",1451,""
"praad","adm56/1/407","9","quarter",1925,"","4","station","northern territories","southern","","yendi","","","cattle","","",266,""
